state,year,keyword,raw_svi,scaled_svi
US-CO,2011,Common Core,8.0,2.56
US-CO,2012,Common Core,18.25,5.84
US-CO,2013,Common Core,50.166666666666664,16.053333333333335
US-CO,2014,Common Core,73.0,23.36
US-CO,2015,Common Core,61.166666666666664,19.573333333333334
US-CO,2016,Common Core,44.916666666666664,14.373333333333333
US-CO,2017,Common Core,32.666666666666664,10.453333333333333
US-CO,2018,Common Core,27.75,8.88
US-CO,2019,Common Core,21.666666666666668,6.933333333333334
US-CO,2020,Common Core,15.333333333333334,4.906666666666667
US-CO,2021,Common Core,6.0,1.92
US-CO,2022,Common Core,11.333333333333334,3.626666666666667
